week,staff_id,staff_name,role,service,present,roster_staff_id,is_off_roster
11,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
12,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
13,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
14,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
15,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
16,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
17,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
18,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
19,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
20,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
21,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
22,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
23,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
24,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
25,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
26,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
27,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
28,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
29,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
30,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
31,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
32,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
33,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
34,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
35,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
36,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
37,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
38,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
39,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
40,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
41,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
42,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
43,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
44,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
45,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
46,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
47,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
48,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
49,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
50,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
51,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,0,STF-d7c28217,0
52,STF-ada6b167,Debra Davidson,nursing_assistant,emergency,1,STF-d7c28217,0
1,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
2,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
3,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
4,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
5,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
6,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
7,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
8,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
9,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
10,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
11,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
12,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
13,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
14,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
15,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
16,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
17,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
18,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
19,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
20,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
21,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
22,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
23,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
24,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
25,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
26,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
27,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
28,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
29,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
30,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
31,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
32,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
33,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
34,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
35,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
36,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
37,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
38,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
39,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
40,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
41,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
42,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
43,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
44,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
45,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
46,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
47,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
48,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
49,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
50,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
51,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,0,STF-2bfe24c1,0
52,STF-f398593d,Jeffrey Chavez,nursing_assistant,emergency,1,STF-2bfe24c1,0
1,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
2,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
3,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
4,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
5,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
6,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
7,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
8,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
9,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
10,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
11,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
12,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
13,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
14,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
15,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
16,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
17,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
18,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
19,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
20,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
21,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
22,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
23,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
24,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
25,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
26,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
27,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
28,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
29,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
30,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
31,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
32,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
33,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
34,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
35,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
36,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
37,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
38,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
39,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
40,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
41,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
42,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
43,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
44,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
45,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
46,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
47,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
48,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
49,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
50,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
51,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,0,STF-3abc4202,0
52,STF-a4c9b3f0,Sherri Baker,nursing_assistant,emergency,1,STF-3abc4202,0
1,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
2,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
3,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
4,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
5,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
6,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
7,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
8,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
9,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
10,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
11,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
12,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
13,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
14,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
15,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
16,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
17,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
18,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
19,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
20,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
21,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
22,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
23,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
24,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
25,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
26,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
27,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
28,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
29,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
30,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
31,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
32,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
33,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
34,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
35,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
36,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
37,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
38,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
39,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
40,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
41,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
42,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
43,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
44,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
45,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
46,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
47,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
48,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
49,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
50,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
51,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,0,STF-bc33b33b,0
52,STF-25d79742,Cassandra Gaines,nursing_assistant,emergency,1,STF-bc33b33b,0
1,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
2,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
3,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
4,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
5,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
6,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
7,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
8,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
9,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
10,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
11,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
12,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
13,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
14,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
15,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
16,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
17,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
18,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
19,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
20,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
21,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
22,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
23,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
24,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
25,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
26,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
27,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
28,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
29,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
30,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
31,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
32,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
33,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
34,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
35,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
36,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
37,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
38,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
39,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
40,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
41,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
42,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
43,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
44,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
45,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
46,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
47,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
48,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
49,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
50,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
51,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,0,STF-2c155ebf,0
52,STF-03fbeddc,Elizabeth Fowler,nursing_assistant,emergency,1,STF-2c155ebf,0
1,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
2,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
3,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
4,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
5,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
6,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
7,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
8,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
9,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
10,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
11,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
12,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
13,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
14,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
15,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
16,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
17,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
18,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
19,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
20,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
21,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
22,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
23,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
24,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
25,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
26,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
27,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
28,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
29,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
30,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
31,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
32,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
33,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
34,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
35,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
36,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
37,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
38,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
39,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
40,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
41,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
42,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
43,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
44,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
45,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
46,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
47,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
48,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
49,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
50,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,1,STF-3007d318,0
51,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
52,STF-2dcdd6fb,Brittany Farmer,doctor,surgery,0,STF-3007d318,0
